Category,City,Country,Customer ID,Customer Name,Market,Order Date,Order ID,Order Priority,Product ID,Product Name,Region,Row ID,Segment,Ship Date,Ship Mode,State,Sub-Category,Year (OrderDate),Discount,Number of Records,Profit,Quantity,Sales,Shipping Cost
Office Supplies,Bhavnagar,India,BS-116651,Brian Stugart,APAC,9/3/2015,IN-2014-75918,Critical,OFF-EN-10000114,"Kraft Clasp Envelope, Security-Tint",Central Asia,21407,Consumer,9/6/2015,First Class,Gujarat,Envelopes,2015,0,1,1.47,7,79.8,19.41
Technology,Bhavnagar,India,BS-116651,Brian Stugart,APAC,9/3/2015,IN-2014-75918,Critical,TEC-MA-10003314,"Epson Phone, White",Central Asia,21408,Consumer,9/6/2015,First Class,Gujarat,Machines,2015,0,1,204.66,6,476.28,109.58
Office Supplies,Brahmapur,India,MZ-175151,Mary Zewe,APAC,9/4/2015,IN-2014-18777,Medium,OFF-BI-10003025,"Cardinal Binding Machine, Durable",Central Asia,20780,Corporate,9/8/2015,Standard Class,Odisha,Binders,2015,0,1,18.42,2,102.54,12.95
Office Supplies,Thane,India,BG-110351,Barry Gonzalez,APAC,9/6/2015,IN-2014-12365,Medium,OFF-EN-10001975,"Kraft Business Envelopes, Security-Tint",Central Asia,28787,Consumer,9/13/2015,Standard Class,Maharashtra,Envelopes,2015,0,1,4.26,2,32.88,1.71
Technology,Thane,India,BG-110351,Barry Gonzalez,APAC,9/6/2015,IN-2014-12365,Medium,TEC-CO-10000778,"Sharp Fax and Copier, Color",Central Asia,28785,Consumer,9/13/2015,Standard Class,Maharashtra,Copiers,2015,0,1,50.94,3,510.12,24.01
Technology,Thane,India,BG-110351,Barry Gonzalez,APAC,9/6/2015,IN-2014-12365,Medium,TEC-PH-10003946,"Cisco Office Telephone, VoIP",Central Asia,28786,Consumer,9/13/2015,Standard Class,Maharashtra,Phones,2015,0,1,36.15,5,402.75,30.2
Furniture,Mysore,India,LW-168251,Laurel Workman,APAC,9/9/2015,IN-2014-19463,Medium,FUR-FU-10003939,"Tenex Photo Frame, Duo Pack",Central Asia,23387,Corporate,9/14/2015,Standard Class,Karnataka,Furnishings,2015,0,1,55.98,3,155.7,9.98
Office Supplies,Mysore,India,LW-168251,Laurel Workman,APAC,9/9/2015,IN-2014-19463,Medium,OFF-FA-10001126,"Accos Paper Clips, Metal",Central Asia,23386,Corporate,9/14/2015,Standard Class,Karnataka,Fasteners,2015,0,1,1.2,1,13.47,0.62
Office Supplies,Bangalore,India,EK-137951,Eileen Kiefer,APAC,9/9/2015,IN-2014-74504,Medium,OFF-ST-10003837,"Tenex Lockers, Single Width",Central Asia,30123,Home Office,9/14/2015,Standard Class,Karnataka,Storage,2015,0,1,57.12,2,408.36,39.77
Office Supplies,Hubli,India,AB-100151,Aaron Bergman,APAC,9/9/2015,IN-2014-63710,Critical,OFF-BI-10004140,"Cardinal Index Tab, Clear",Central Asia,24144,Consumer,9/9/2015,Same Day,Karnataka,Binders,2015,0,1,12,4,26.88,6.55
Office Supplies,Hubli,India,AB-100151,Aaron Bergman,APAC,9/9/2015,IN-2014-63710,Critical,OFF-BI-10004666,"Wilson Jones Binding Machine, Durable",Central Asia,24145,Consumer,9/9/2015,Same Day,Karnataka,Binders,2015,0,1,22.68,1,50.46,10.54
Furniture,Chennai,India,KW-165701,Kelly Williams,APAC,9/9/2015,IN-2014-54967,Medium,FUR-FU-10000918,"Deflect-O Photo Frame, Duo Pack",Central Asia,25102,Consumer,9/16/2015,Standard Class,Tamil Nadu,Furnishings,2015,0,1,17.64,1,51.96,2.32
Office Supplies,Chennai,India,KW-165701,Kelly Williams,APAC,9/9/2015,IN-2014-54967,Medium,OFF-BI-10002432,"Ibico Binder, Recycled",Central Asia,25103,Consumer,9/16/2015,Standard Class,Tamil Nadu,Binders,2015,0,1,43.05,7,110.88,5.7
Technology,Indore,India,JK-160901,Juliana Krohn,APAC,9/11/2015,IN-2014-63325,Medium,TEC-AC-10003416,"Memorex Mouse, USB",Central Asia,29355,Consumer,9/15/2015,Standard Class,Madhya Pradesh,Accessories,2015,0,1,4.2,5,141.9,11.11
Office Supplies,Pimpri,India,BD-113201,Bill Donatelli,APAC,9/11/2015,IN-2014-25840,Medium,OFF-FA-10000757,"Stockwell Paper Clips, Assorted Sizes",Central Asia,20953,Consumer,9/14/2015,First Class,Maharashtra,Fasteners,2015,0,1,22.35,5,54.75,8.33
Furniture,Thane,India,AP-109151,Arthur Prichep,APAC,9/11/2015,IN-2014-46875,Medium,FUR-CH-10002573,"Office Star Executive Leather Armchair, Adjustable",Central Asia,24343,Consumer,9/12/2015,First Class,Maharashtra,Chairs,2015,0,1,158.1,2,930,112.76
Technology,Hyderabad,India,JP-154601,Jennifer Patt,APAC,9/11/2015,IN-2014-42801,Medium,TEC-AC-10000332,"Logitech Keyboard, USB",Central Asia,22831,Corporate,9/16/2015,Standard Class,Telangana,Accessories,2015,0,1,22.5,1,72.66,7.65
Technology,Hyderabad,India,JP-154601,Jennifer Patt,APAC,9/11/2015,IN-2014-42801,Medium,TEC-AC-10000269,"Memorex Numeric Keypad, USB",Central Asia,22832,Corporate,9/16/2015,Standard Class,Telangana,Accessories,2015,0,1,27.48,4,172.08,18.42
Furniture,Akola,India,NH-186101,Nicole Hansen,APAC,9/12/2015,IN-2014-39371,Medium,FUR-CH-10004600,"Harbour Creations Chairmat, Red",Central Asia,27366,Corporate,9/16/2015,Standard Class,Maharashtra,Chairs,2015,0,1,270.72,8,576,62.95
Furniture,Akola,India,NH-186101,Nicole Hansen,APAC,9/12/2015,IN-2014-39371,Medium,FUR-CH-10004196,"Novimex Swivel Stool, Red",Central Asia,27367,Corporate,9/16/2015,Standard Class,Maharashtra,Chairs,2015,0,1,205.5,5,822.3,65.82
Office Supplies,Akola,India,NH-186101,Nicole Hansen,APAC,9/12/2015,IN-2014-39371,Medium,OFF-AR-10003536,"Stanley Pencil Sharpener, Water Color",Central Asia,27368,Corporate,9/16/2015,Standard Class,Maharashtra,Art,2015,0,1,17.55,3,83.88,3.54
Office Supplies,Fatehpur,India,GM-146951,Greg Maxwell,APAC,9/12/2015,IN-2014-55471,Medium,OFF-EN-10001882,"Jiffy Manila Envelope, with clear poly window",Central Asia,28430,Corporate,9/16/2015,Standard Class,Rajasthan,Envelopes,2015,0,1,28.92,2,59.1,2.73
Office Supplies,Fatehpur,India,GM-146951,Greg Maxwell,APAC,9/12/2015,IN-2014-55471,Medium,OFF-LA-10003973,"Hon Removable Labels, Laser Printer Compatible",Central Asia,28428,Corporate,9/16/2015,Standard Class,Rajasthan,Labels,2015,0,1,16.2,9,90.72,5.04
Technology,Fatehpur,India,GM-146951,Greg Maxwell,APAC,9/12/2015,IN-2014-55471,Medium,TEC-PH-10001362,"Cisco Office Telephone, Cordless",Central Asia,28429,Corporate,9/16/2015,Standard Class,Rajasthan,Phones,2015,0,1,59.94,3,249.93,29.38
Office Supplies,Faridabad,India,ND-183701,Natalie DeCherney,APAC,9/15/2015,IN-2014-11693,High,OFF-ST-10002499,"Fellowes Shelving, Single Width",Central Asia,21726,Consumer,9/17/2015,Second Class,Haryana,Storage,2015,0,1,30,4,231.48,41.07
Furniture,Ajmer,India,HG-148451,Harry Greene,APAC,9/17/2015,IN-2014-76555,High,FUR-CH-10003354,"Novimex Bag Chairs, Black",Central Asia,26723,Consumer,9/19/2015,Second Class,Rajasthan,Chairs,2015,0,1,0.84,2,87.06,15.09
Furniture,Ajmer,India,HG-148451,Harry Greene,APAC,9/17/2015,IN-2014-76555,High,FUR-CH-10001397,"SAFCO Chairmat, Set of Two",Central Asia,26722,Consumer,9/19/2015,Second Class,Rajasthan,Chairs,2015,0,1,108.6,5,310.35,40.19
Office Supplies,Ajmer,India,HG-148451,Harry Greene,APAC,9/17/2015,IN-2014-76555,High,OFF-BI-10004589,"Avery Binding Machine, Economy",Central Asia,26721,Consumer,9/19/2015,Second Class,Rajasthan,Binders,2015,0,1,34.05,5,244.2,41.11
Office Supplies,Barddhaman,India,JW-152201,Jane Waco,APAC,9/23/2015,IN-2014-46343,Medium,OFF-LA-10003396,"Avery Color Coded Labels, Laser Printer Compatible",Central Asia,20453,Corporate,9/27/2015,Standard Class,West Bengal,Labels,2015,0,1,14.55,5,66.45,0.71
Office Supplies,Barddhaman,India,JW-152201,Jane Waco,APAC,9/23/2015,IN-2014-46343,Medium,OFF-ST-10004325,"Eldon Box, Single Width",Central Asia,20454,Corporate,9/27/2015,Standard Class,West Bengal,Storage,2015,0,1,20.55,5,51.45,3.14
Furniture,Coimbatore,India,HJ-148751,Heather Jas,APAC,9/24/2015,IN-2014-10083,Critical,FUR-FU-10004811,"Eldon Door Stop, Ergonomic",Central Asia,27554,Home Office,9/27/2015,Second Class,Tamil Nadu,Furnishings,2015,0,1,105.3,9,439.02,56.01
Office Supplies,Anantapur,India,PS-190451,Penelope Sewall,APAC,9/25/2015,IN-2014-44012,Critical,OFF-BI-10003142,"Acco Binder Covers, Clear",Central Asia,22040,Home Office,9/27/2015,Second Class,Andhra Pradesh,Binders,2015,0,1,0,3,38.34,5.27
Office Supplies,Anantapur,India,PS-190451,Penelope Sewall,APAC,9/25/2015,IN-2014-44012,Critical,OFF-ST-10000103,"Smead Lockers, Industrial",Central Asia,22041,Home Office,9/27/2015,Second Class,Andhra Pradesh,Storage,2015,0,1,83.52,3,596.7,136.27
Office Supplies,Delhi,India,JB-159251,Joni Blumstein,APAC,9/25/2015,IN-2014-39434,Low,OFF-EN-10001162,"GlobeWeis Mailers, Set of 50",Central Asia,26699,Consumer,10/2/2015,Standard Class,Delhi,Envelopes,2015,0,1,33.12,2,77.1,11.24
Office Supplies,Bhiwandi,India,TG-216401,Trudy Glocke,APAC,9/25/2015,IN-2014-40932,High,OFF-AR-10003554,"Stanley Canvas, Blue",Central Asia,28337,Consumer,9/30/2015,Standard Class,Maharashtra,Art,2015,0,1,56.85,5,247.35,36.56
Office Supplies,Bhiwandi,India,TG-216401,Trudy Glocke,APAC,9/25/2015,IN-2014-40932,High,OFF-AR-10002727,"Stanley Pencil Sharpener, Fluorescent",Central Asia,28336,Consumer,9/30/2015,Standard Class,Maharashtra,Art,2015,0,1,27.72,4,99.12,8.67
Office Supplies,Bhiwandi,India,TG-216401,Trudy Glocke,APAC,9/25/2015,IN-2014-40932,High,OFF-EN-10001975,"Kraft Business Envelopes, Security-Tint",Central Asia,28335,Consumer,9/30/2015,Standard Class,Maharashtra,Envelopes,2015,0,1,4.26,2,32.88,2.34
Furniture,Kanpur,India,DC-128501,Dan Campbell,APAC,9/25/2015,IN-2014-21143,Medium,FUR-FU-10000628,"Rubbermaid Light Bulb, Black",Central Asia,28038,Consumer,9/29/2015,Standard Class,Uttar Pradesh,Furnishings,2015,0,1,41.4,5,94.2,6.09
Office Supplies,Kanpur,India,DC-128501,Dan Campbell,APAC,9/25/2015,IN-2014-21143,Medium,OFF-AR-10001266,"Boston Canvas, Blue",Central Asia,28033,Consumer,9/29/2015,Standard Class,Uttar Pradesh,Art,2015,0,1,40.74,2,107.28,4.25
Office Supplies,Kanpur,India,DC-128501,Dan Campbell,APAC,9/25/2015,IN-2014-21143,Medium,OFF-BI-10004105,"Acco 3-Hole Punch, Recycled",Central Asia,28036,Consumer,9/29/2015,Standard Class,Uttar Pradesh,Binders,2015,0,1,17.04,2,60.96,5.5
Office Supplies,Kanpur,India,DC-128501,Dan Campbell,APAC,9/25/2015,IN-2014-21143,Medium,OFF-LA-10004614,"Smead Round Labels, 5000 Label Set",Central Asia,28034,Consumer,9/29/2015,Standard Class,Uttar Pradesh,Labels,2015,0,1,11.34,6,43.74,3.84
Office Supplies,Kanpur,India,DC-128501,Dan Campbell,APAC,9/25/2015,IN-2014-21143,Medium,OFF-SU-10000969,"Fiskars Box Cutter, Serrated",Central Asia,28037,Consumer,9/29/2015,Standard Class,Uttar Pradesh,Supplies,2015,0,1,3.78,3,96.66,9.49
Office Supplies,Kanpur,India,DC-128501,Dan Campbell,APAC,9/25/2015,IN-2014-21143,Medium,OFF-SU-10000789,"Kleencut Box Cutter, Serrated",Central Asia,28035,Consumer,9/29/2015,Standard Class,Uttar Pradesh,Supplies,2015,0,1,33.84,3,94.05,8.37
Technology,Bhilai,India,WB-218501,William Brown,APAC,9/26/2015,IN-2014-47505,Medium,TEC-AC-10003889,"Enermax Mouse, USB",Central Asia,28025,Consumer,9/29/2015,First Class,Chhattisgarh,Accessories,2015,0,1,38.88,4,162,21.99
Furniture,Ranchi,India,GM-144551,Gary Mitchum,APAC,9/26/2015,IN-2014-62156,Medium,FUR-BO-10001598,"Bush Corner Shelving, Pine",Central Asia,26131,Home Office,9/30/2015,Second Class,Jharkhand,Bookcases,2015,0,1,394.8,7,877.38,116.78
Furniture,Thiruvananthapuram,India,VG-218051,Vivek Grady,APAC,9/26/2015,IN-2014-76016,Medium,FUR-BO-10004043,"Dania Classic Bookcase, Metal",Central Asia,25799,Corporate,9/28/2015,Second Class,Kerala,Bookcases,2015,0,1,57.33,7,2871.54,227.14
Furniture,Thiruvananthapuram,India,VG-218051,Vivek Grady,APAC,9/26/2015,IN-2014-76016,Medium,FUR-BO-10004852,"Sauder Classic Bookcase, Traditional",Central Asia,25795,Corporate,9/28/2015,Second Class,Kerala,Bookcases,2015,0,1,2097.03,13,5667.87,658.35
Office Supplies,Thiruvananthapuram,India,VG-218051,Vivek Grady,APAC,9/26/2015,IN-2014-76016,Medium,OFF-EN-10002427,"Ames Manila Envelope, Recycled",Central Asia,25796,Corporate,9/28/2015,Second Class,Kerala,Envelopes,2015,0,1,1.62,1,23.49,2.36
Office Supplies,Thiruvananthapuram,India,VG-218051,Vivek Grady,APAC,9/26/2015,IN-2014-76016,Medium,OFF-PA-10004741,"SanDisk Cards & Envelopes, 8.5 x 11",Central Asia,25797,Corporate,9/28/2015,Second Class,Kerala,Paper,2015,0,1,10.44,4,210.24,12.66
Technology,Thiruvananthapuram,India,VG-218051,Vivek Grady,APAC,9/26/2015,IN-2014-76016,Medium,TEC-AC-10000639,"Belkin Router, Bluetooth",Central Asia,25798,Corporate,9/28/2015,Second Class,Kerala,Accessories,2015,0,1,75.03,1,258.75,27.23
Furniture,Kalyan,India,RF-198401,Roy Französisch,APAC,9/26/2015,IN-2014-49472,Medium,FUR-CH-10002224,"Hon Rocking Chair, Set of Two",Central Asia,20939,Consumer,9/30/2015,Standard Class,Maharashtra,Chairs,2015,0,1,21.24,4,531.48,53.55
Furniture,Cuttack,India,RF-198401,Roy Französisch,APAC,9/26/2015,IN-2014-72838,High,FUR-CH-10004196,"Novimex Swivel Stool, Red",Central Asia,23326,Consumer,9/28/2015,First Class,Odisha,Chairs,2015,0,1,328.8,8,1315.68,153.16
Office Supplies,Cuttack,India,RF-198401,Roy Französisch,APAC,9/26/2015,IN-2014-72838,High,OFF-BI-10002712,"Acco Hole Reinforcements, Durable",Central Asia,23325,Consumer,9/28/2015,First Class,Odisha,Binders,2015,0,1,1.95,1,8.16,0.38
Office Supplies,Cuttack,India,RF-198401,Roy Französisch,APAC,9/26/2015,IN-2014-72838,High,OFF-BI-10003713,"Wilson Jones Index Tab, Economy",Central Asia,23327,Consumer,9/28/2015,First Class,Odisha,Binders,2015,0,1,11.85,5,32.25,4.94
Technology,Nizamabad,India,JH-161801,Justin Hirsh,APAC,9/30/2015,IN-2014-41485,Critical,TEC-CO-10000953,"HP Wireless Fax, Laser",Central Asia,26284,Consumer,10/2/2015,Second Class,Telangana,Copiers,2015,0,1,201.66,2,720.42,115.78
Office Supplies,Kalyan,India,JL-152351,Janet Lee,APAC,10/1/2015,IN-2014-15872,Medium,OFF-AR-10004749,"BIC Canvas, Blue",Central Asia,28039,Consumer,10/3/2015,Second Class,Maharashtra,Art,2015,0,1,7.35,7,375.9,46.57
Office Supplies,Kalyan,India,JL-152351,Janet Lee,APAC,10/1/2015,IN-2014-15872,Medium,OFF-FA-10001272,"OIC Thumb Tacks, Assorted Sizes",Central Asia,28040,Consumer,10/3/2015,Second Class,Maharashtra,Fasteners,2015,0,1,3.78,1,11.52,0.94
Office Supplies,Kalyan,India,JL-152351,Janet Lee,APAC,10/1/2015,IN-2014-15872,Medium,OFF-LA-10001731,"Avery Removable Labels, Alphabetical",Central Asia,28042,Consumer,10/3/2015,Second Class,Maharashtra,Labels,2015,0,1,10.5,5,52.8,7.57
Office Supplies,Kalyan,India,JL-152351,Janet Lee,APAC,10/1/2015,IN-2014-15872,Medium,OFF-PA-10000453,"Xerox Cards & Envelopes, 8.5 x 11",Central Asia,28041,Consumer,10/3/2015,Second Class,Maharashtra,Paper,2015,0,1,137.28,8,392.88,37.85
Furniture,Aligarh,India,AJ-109451,Ashley Jarboe,APAC,10/1/2015,IN-2014-28157,Medium,FUR-CH-10003692,"SAFCO Swivel Stool, Set of Two",Central Asia,23395,Consumer,10/4/2015,First Class,Uttar Pradesh,Chairs,2015,0,1,56.16,3,510.57,5.63
Technology,Dehra Dun,India,SC-200201,Sam Craven,APAC,10/2/2015,IN-2014-52412,Medium,TEC-MA-10000776,"Okidata Calculator, Wireless",Central Asia,28427,Consumer,10/6/2015,Second Class,Uttarakhand,Machines,2015,0,1,39.15,3,156.87,12.69
Office Supplies,Kozhikode,India,EH-140051,Erica Hernandez,APAC,10/3/2015,IN-2014-23236,Medium,OFF-LA-10002851,"Hon Legal Exhibit Labels, 5000 Label Set",Central Asia,30010,Home Office,10/7/2015,Standard Class,Kerala,Labels,2015,0,1,9,2,22.5,1.24
Office Supplies,Dhule,India,SC-203051,Sean Christensen,APAC,10/6/2015,IN-2014-16082,Medium,OFF-EN-10001946,"Kraft Mailers, Security-Tint",Central Asia,24122,Consumer,10/10/2015,Standard Class,Maharashtra,Envelopes,2015,0,1,18.81,1,40.05,1.12
Office Supplies,Dhule,India,SC-203051,Sean Christensen,APAC,10/6/2015,IN-2014-16082,Medium,OFF-ST-10001824,"Rogers Box, Single Width",Central Asia,24120,Consumer,10/10/2015,Standard Class,Maharashtra,Storage,2015,0,1,4.32,3,72,6.26
Technology,Dhule,India,SC-203051,Sean Christensen,APAC,10/6/2015,IN-2014-16082,Medium,TEC-PH-10001362,"Cisco Office Telephone, Cordless",Central Asia,24121,Consumer,10/10/2015,Standard Class,Maharashtra,Phones,2015,0,1,79.92,4,333.24,35.7
Technology,Srinagar,India,DR-129401,Daniel Raglin,APAC,10/6/2015,IN-2014-74672,Critical,TEC-AC-10003989,"Enermax Numeric Keypad, Bluetooth",Central Asia,24940,Home Office,10/6/2015,Same Day,Uttarakhand,Accessories,2015,0,1,58.68,3,172.62,45.18
Furniture,Jabalpur,India,AP-107201,Anne Pryor,APAC,10/7/2015,IN-2014-32770,High,FUR-FU-10003605,"Eldon Light Bulb, Durable",Central Asia,26322,Home Office,10/11/2015,Standard Class,Madhya Pradesh,Furnishings,2015,0,1,29.97,3,66.69,3.71
Technology,Jabalpur,India,AP-107201,Anne Pryor,APAC,10/7/2015,IN-2014-32770,High,TEC-CO-10003951,"HP Copy Machine, High-Speed",Central Asia,26323,Home Office,10/11/2015,Standard Class,Madhya Pradesh,Copiers,2015,0,1,107.22,2,487.38,81.85
Technology,Jabalpur,India,AP-107201,Anne Pryor,APAC,10/7/2015,IN-2014-32770,High,TEC-PH-10003856,"Motorola Smart Phone, with Caller ID",Central Asia,26325,Home Office,10/11/2015,Standard Class,Madhya Pradesh,Phones,2015,0,1,361.44,4,2582.16,404.08
Technology,Jabalpur,India,AP-107201,Anne Pryor,APAC,10/7/2015,IN-2014-32770,High,TEC-PH-10004358,"Samsung Office Telephone, Cordless",Central Asia,26324,Home Office,10/11/2015,Standard Class,Madhya Pradesh,Phones,2015,0,1,33.9,5,340.35,56.5
Furniture,Ranchi,India,LD-170051,Lisa DeCherney,APAC,10/8/2015,IN-2014-14150,High,FUR-BO-10002032,"Ikea Stackable Bookrack, Pine",Central Asia,28790,Consumer,10/10/2015,First Class,Jharkhand,Bookcases,2015,0,1,59.46,2,247.86,24.84
Office Supplies,Ranchi,India,JC-153851,Jenna Caffey,APAC,10/8/2015,IN-2014-56360,High,OFF-FA-10003817,"Stockwell Clamps, Metal",Central Asia,24853,Consumer,10/10/2015,First Class,Jharkhand,Fasteners,2015,0,1,2.22,2,37.92,9.1
Office Supplies,Ranchi,India,JC-153851,Jenna Caffey,APAC,10/8/2015,IN-2014-56360,High,OFF-PA-10001720,"Xerox Parchment Paper, Multicolor",Central Asia,24852,Consumer,10/10/2015,First Class,Jharkhand,Paper,2015,0,1,33.3,6,88.02,7.67
Office Supplies,Akola,India,JW-159551,Joni Wasserman,APAC,10/10/2015,IN-2014-50480,Low,OFF-EN-10004424,"GlobeWeis Interoffice Envelope, Set of 50",Central Asia,29125,Consumer,10/16/2015,Standard Class,Maharashtra,Envelopes,2015,0,1,14.34,2,95.64,12.85
Office Supplies,Delhi,India,JK-160901,Juliana Krohn,APAC,10/11/2015,IN-2014-25847,High,OFF-AP-10003275,"KitchenAid Microwave, Silver",Central Asia,25908,Consumer,10/14/2015,Second Class,Delhi,Appliances,2015,0,1,348.24,8,2488.56,286.53
Office Supplies,Jodhpur,India,JD-158951,Jonathan Doherty,APAC,10/11/2015,IN-2014-16439,High,OFF-SU-10003789,"Fiskars Box Cutter, Steel",Central Asia,28185,Corporate,10/13/2015,Second Class,Gujarat,Supplies,2015,0,1,27.9,2,69.84,9.03
Office Supplies,Chandigarh,India,BF-110051,Barry Franz,APAC,10/13/2015,IN-2014-73762,High,OFF-LA-10002596,"Harbour Creations Round Labels, Laser Printer Compatible",Central Asia,28555,Home Office,10/13/2015,Same Day,Chandigarh,Labels,2015,0,1,5.67,3,20.25,2.66
Office Supplies,Gulbarga,India,SC-206801,Steve Carroll,APAC,10/13/2015,IN-2014-29893,Medium,OFF-LA-10000861,"Avery Color Coded Labels, Alphabetical",Central Asia,26206,Home Office,10/17/2015,Standard Class,Karnataka,Labels,2015,0,1,34.56,6,78.66,7.66
Office Supplies,Ludhiana,India,MC-175751,Matt Collins,APAC,10/13/2015,IN-2014-26918,High,OFF-EN-10004849,"Cameo Mailers, Security-Tint",Central Asia,25999,Consumer,10/18/2015,Standard Class,Punjab,Envelopes,2015,0,1,80.28,6,243.36,26.74
Office Supplies,Ludhiana,India,MC-175751,Matt Collins,APAC,10/13/2015,IN-2014-26918,High,OFF-PA-10000383,"Green Bar Note Cards, Premium",Central Asia,26000,Consumer,10/18/2015,Standard Class,Punjab,Paper,2015,0,1,3.12,2,62.4,12.47
Office Supplies,Coimbatore,India,JR-157001,Jocasta Rupert,APAC,10/13/2015,IN-2014-50179,Medium,OFF-BI-10002684,"Avery Hole Reinforcements, Clear",Central Asia,30128,Consumer,10/17/2015,Standard Class,Tamil Nadu,Binders,2015,0,1,3.66,2,7.74,0.42
Technology,Coimbatore,India,JR-157001,Jocasta Rupert,APAC,10/13/2015,IN-2014-50179,Medium,TEC-AC-10004414,"Enermax Router, Bluetooth",Central Asia,30129,Consumer,10/17/2015,Standard Class,Tamil Nadu,Accessories,2015,0,1,413.25,5,1291.65,89.9
Technology,Coimbatore,India,JR-157001,Jocasta Rupert,APAC,10/13/2015,IN-2014-50179,Medium,TEC-CO-10000778,"Sharp Fax and Copier, Color",Central Asia,30130,Consumer,10/17/2015,Standard Class,Tamil Nadu,Copiers,2015,0,1,33.96,2,340.08,12.68
Office Supplies,Shahjahanpur,India,DF-131351,David Flashing,APAC,10/13/2015,IN-2014-31587,High,OFF-LA-10002272,"Smead File Folder Labels, Alphabetical",Central Asia,22522,Consumer,10/17/2015,Standard Class,Uttar Pradesh,Labels,2015,0,1,1.38,2,17.4,1.38
Office Supplies,Jodhpur,India,GG-146501,Greg Guthrie,APAC,10/15/2015,IN-2014-73545,Low,OFF-ST-10003121,"Rogers Box, Industrial",Central Asia,21557,Corporate,10/22/2015,Standard Class,Gujarat,Storage,2015,0,1,13.68,4,97.8,7.66
Furniture,Kolhapur,India,LP-170951,Liz Preis,APAC,10/15/2015,IN-2014-15585,Medium,FUR-BO-10002031,"Sauder Classic Bookcase, Pine",Central Asia,27571,Consumer,10/21/2015,Standard Class,Maharashtra,Bookcases,2015,0,1,192.42,2,874.68,57.11
Technology,Nellore,India,VP-217601,Victoria Pisteka,APAC,10/16/2015,IN-2014-47218,High,TEC-PH-10004085,"Apple Audio Dock, with Caller ID",Central Asia,30124,Corporate,10/20/2015,Standard Class,Andhra Pradesh,Phones,2015,0,1,153.48,4,667.56,89.64
Furniture,Guwahati,India,AP-109151,Arthur Prichep,APAC,10/16/2015,IN-2014-18532,High,FUR-CH-10000026,"SAFCO Rocking Chair, Black",Central Asia,25138,Consumer,10/19/2015,Second Class,Assam,Chairs,2015,0,1,10.56,2,264.96,40.37
Furniture,Patna,India,CR-128201,Cyra Reiten,APAC,10/17/2015,IN-2014-14780,High,FUR-CH-10003822,"SAFCO Steel Folding Chair, Adjustable",Central Asia,21928,Home Office,10/21/2015,Standard Class,Bihar,Chairs,2015,0,1,82.86,2,176.4,9.44
Office Supplies,Patna,India,CR-128201,Cyra Reiten,APAC,10/17/2015,IN-2014-14780,High,OFF-AR-10003978,"Binney & Smith Sketch Pad, Easy-Erase",Central Asia,21929,Home Office,10/21/2015,Standard Class,Bihar,Art,2015,0,1,36.3,2,93.18,10.55
Office Supplies,Patna,India,CR-128201,Cyra Reiten,APAC,10/17/2015,IN-2014-14780,High,OFF-BI-10002190,"Wilson Jones Binder, Durable",Central Asia,21925,Home Office,10/21/2015,Standard Class,Bihar,Binders,2015,0,1,16.8,4,58.08,2.83
Office Supplies,Patna,India,CR-128201,Cyra Reiten,APAC,10/17/2015,IN-2014-14780,High,OFF-EN-10004784,"Kraft Business Envelopes, Recycled",Central Asia,21931,Home Office,10/21/2015,Standard Class,Bihar,Envelopes,2015,0,1,5.58,3,56.52,8.62
Office Supplies,Patna,India,CR-128201,Cyra Reiten,APAC,10/17/2015,IN-2014-14780,High,OFF-ST-10004768,"Eldon Lockers, Industrial",Central Asia,21926,Home Office,10/21/2015,Standard Class,Bihar,Storage,2015,0,1,249.93,3,595.17,36.15
Technology,Patna,India,CR-128201,Cyra Reiten,APAC,10/17/2015,IN-2014-14780,High,TEC-PH-10004664,"Nokia Smart Phone, with Caller ID",Central Asia,21924,Home Office,10/21/2015,Standard Class,Bihar,Phones,2015,0,1,830.55,5,3194.55,403.97
Technology,Patna,India,CR-128201,Cyra Reiten,APAC,10/17/2015,IN-2014-14780,High,TEC-PH-10004358,"Samsung Office Telephone, Cordless",Central Asia,21927,Home Office,10/21/2015,Standard Class,Bihar,Phones,2015,0,1,47.46,7,476.49,61.42
Technology,Patna,India,CR-128201,Cyra Reiten,APAC,10/17/2015,IN-2014-14780,High,TEC-PH-10003239,"Samsung Signal Booster, with Caller ID",Central Asia,21930,Home Office,10/21/2015,Standard Class,Bihar,Phones,2015,0,1,57.36,1,136.59,1.92
Furniture,Bijapur,India,BD-117701,Bryan Davis,APAC,10/17/2015,IN-2014-52272,Medium,FUR-FU-10001770,"Deflect-O Clock, Ergonomic",Central Asia,22687,Consumer,10/23/2015,Standard Class,Karnataka,Furnishings,2015,0,1,97.8,4,195.72,15.21
Furniture,Bijapur,India,BD-117701,Bryan Davis,APAC,10/17/2015,IN-2014-52272,Medium,FUR-FU-10003214,"Eldon Stacking Tray, Durable",Central Asia,22686,Consumer,10/23/2015,Standard Class,Karnataka,Furnishings,2015,0,1,23.04,3,85.59,3.41
Office Supplies,Bijapur,India,BD-117701,Bryan Davis,APAC,10/17/2015,IN-2014-52272,Medium,OFF-EN-10004473,"Ames Interoffice Envelope, with clear poly window",Central Asia,22685,Consumer,10/23/2015,Standard Class,Karnataka,Envelopes,2015,0,1,19.44,8,389.28,17.72
